1.100000000000000089e+00,1.100000000000000089e+00,1.000000000000000056e-01
1.007843078625386024e+00,1.159828441896911588e+00,6.495859788821481406e-02
9.122754038794936848e-01,1.211572040069454959e+00,3.078071734213510061e-02
8.140558311791383783e-01,1.255075603653135419e+00,-2.475807680939632813e-03
7.139422960780724692e-01,1.290259100610974707e+00,-3.476698570166433799e-02
6.126837317700793983e-01,1.317115430027166356e+00,-6.606219079448308329e-02
5.110127991097375144e-01,1.335707307524151677e+00,-9.634291168772890490e-02
4.096391581994628939e-01,1.346163468293578358e+00,-1.256010077255988178e-01
3.092435118725587184e-01,1.348674296049334087e+00,-1.538366658616548699e-01
2.104723722379420736e-01,1.343487036808880264e+00,-1.810562964744224512e-01
1.139335989337897370e-01,1.330900669595676433e+00,-2.072705417657375870e-01
2.019263249030521512e-02,1.311260572212347153e+00,-2.324925497290691034e-01
-7.023056470791491646e-02,1.284953036737591203e+00,-2.567366026699536286e-01
-1.568639012715543901e-01,1.252399715924620960e+00,-2.800171518567512452e-01
-2.392849193245855099e-01,1.214052058543258816e+00,-3.023482564600056266e-01
-3.171219722777289807e-01,1.170385786743736833e+00,-3.237433861374605093e-01
-3.900547034767057886e-01,1.121895464096808182e+00,-3.442156221668868921e-01
-4.578141913167853572e-01,1.069089221511962728e+00,-3.637779614024548858e-01
-5.201824269592700833e-01,1.012483651450724054e+00,-3.824438708302109746e-01
-5.769913583850958538e-01,9.525989424947380879e-01,-4.002278892890401840e-01
-6.281215069325651879e-01,8.899542854554975957e-01,-4.171462036257147510e-01
-6.735001923957523173e-01,8.250635883901296097e-01,-4.332171458140920972e-01
-7.130994188342345552e-01,7.584315303468496250e-01,-4.484615581016577202e-01
-7.469334690798919985e-01,6.905499790688111039e-01,-4.629029900044465129e-01
-7.750562740921825844e-01,6.218947912241674647e-01,-4.765677133484565453e-01
-7.975585860441549713e-01,5.529229915625891723e-01,-4.894845736839146255e-01
-8.145650313174270796e-01,4.840703456759291035e-01,-5.016846740426630369e-01
-8.262310769303338187e-01,4.157493083126491684e-01,-5.132009386770111092e-01
-8.327399621077347103e-01,3.483473380340957326e-01,-5.240675808406413116e-01
-8.342996306081035263e-01,2.822255593857744826e-01,-5.343195172270668314e-01
-8.311396964662013387e-01,2.177177472714017792e-01,-5.439917707366659361e-01
-8.235084708060592673e-01,1.551296104257259834e-01,-5.531188935280151320e-01
-8.116700707252715308e-01,9.473834875092375374e-02,-5.617344386957993096e-01
-7.959016286337031731e-01,3.679245948072665251e-02,-5.698705053645733987e-01
-7.764906178868253850e-01,-1.848823256008832669e-02,-5.775573779487459536e-01
-7.537322867801806714e-01,-7.091234548878777577e-02,-5.848232503139180194e-01
-7.279272325067464022e-01,-1.203165266808299688e-01,-5.916940594867777792e-01
-6.993791022233022403e-01,-1.665648813478363133e-01,-5.981934159231274695e-01
-6.683924237178873184e-01,-2.095482530260406318e-01,-6.043426085573230244e-01
-6.352705801136826480e-01,-2.491833795122971318e-01,-6.101607020430465100e-01
-6.003139172652516287e-01,-2.854119316672024675e-01,-6.156646834996063467e-01
-5.638179912869114574e-01,-3.181994516328398026e-01,-6.208696599025607110e-01
-5.260719567031515442e-01,-3.475342047478162111e-01,-6.257890887930304125e-01
