1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.012565740803268666e+00,1.259920005698417000e+00,9.848910446848750944e-01
1.048821457959201009e+00,1.524000838889203235e+00,9.731143416309520067e-01
1.107206299034455332e+00,1.798314577764875244e+00,9.651591023109137302e-01
1.186865484233381007e+00,2.088545535278148790e+00,9.617373815250432889e-01
1.287554801109039637e+00,2.400160398825755159e+00,9.638062240116621604e-01
1.409568801276330774e+00,2.738552104480118210e+00,9.726082787069021407e-01
1.553688787051108910e+00,3.109160997057679676e+00,9.897311952182213934e-01
1.721145788631943674e+00,3.517577131881350905e+00,1.017186564661876735e+00
1.913596387776967944e+00,3.969623487737061751e+00,1.057511871629279065e+00
2.133107588441129909e+00,4.471420132075416554e+00,1.113898922913187040e+00
2.382148245051713964e+00,5.029425676116034083e+00,1.190353748321867799e+00
2.663583924375627632e+00,5.650450156242690980e+00,1.291893575592037546e+00
2.980671708057049951e+00,6.341629528433105456e+00,1.424787064931803737e+00
3.337050661162179743e+00,7.110347470635408840e+00,1.596843711417897715e+00
3.736722419366401038e+00,7.964083984177491082e+00,1.817757199055727746e+00
4.184014532281592480e+00,8.910162442454634402e+00,2.099504366850125869e+00
4.683516900173488651e+00,9.955357767383725687e+00,2.456795352353652984e+00
5.239978269094783592e+00,1.110531666163754672e+01,2.907559650688416930e+00
5.858145943394742261e+00,1.236372980508154029e+01,3.473434871750945341e+00
6.542527119625117571e+00,1.373118577955435882e+01,4.180196874705318422e+00
7.297045585704473147e+00,1.520363302764169511e+01,5.058028872464836567e+00
8.124562994783397940e+00,1.677038617950091393e+01,6.141468355410469648e+00
9.026232703374823529e+00,1.841165163823692197e+01,7.468796951082325108e+00
1.000065823595481262e+01,2.009563130998121494e+01,9.080552876500600945e+00
1.104284359768987400e+01,2.177541651835253944e+01,1.101677156434123539e+01
1.214295494820071397e+01,2.338612822559861470e+01,1.331253389069035542e+01
1.328497042086216773e+01,2.484309597371252210e+01,1.599149937012825795e+01
1.444538149216138301e+01,2.604225169608034207e+01,1.905741748400419766e+01
1.559222160485685826e+01,2.686421273663757958e+01,2.248424355678044861e+01
1.668481401999776992e+01,2.718349319355763427e+01,2.620646002254891727e+01
1.767470325697095390e+01,2.688358302864804728e+01,3.011235118875418237e+01
1.850818995383900400e+01,2.587701489263510268e+01,3.404382226482685780e+01
1.913065236164698746e+01,2.412711546364240078e+01,3.780613210939998226e+01
1.949238388334026695e+01,2.166572808348221812e+01,4.118890705671371677e+01
1.955509395661962913e+01,1.860022297436054828e+01,4.399603553395323274e+01
1.929772860942911805e+01,1.510497594380537834e+01,4.607776490398653380e+01
